SID:040,5,AVAV1E,RW29,SL503,MM,P,C,E   ,L,   ,CF,Y,CSL,MM,D, ,      ,1602,0106,1100,0130,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AVAV1E,RW29,SL502,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AVAV1E,RW29,SL504,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AVAV1E,RW29,AVAVU,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CSL3A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,01100,     ,18500, ,   ,    ,   ,CSL,MM,D, , , , , ;
SID:020,2,CSL3A,RW11,CSL,MM,D, ,V   , ,   ,FD, ,CSL,MM,D, ,      ,0000,0000,1260,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CSL3A,RW11,CSL,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CSL3B,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2910,    ,+,01100,     ,18500, ,   ,    ,   ,CSL,MM,D, , , , , ;
SID:020,2,CSL3B,RW29,CSL,MM,D, ,V   , ,   ,FD, ,CSL,MM,D, ,      ,0000,0000,2720,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CSL3B,RW29,CSL,MM,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DUVIT2,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,01100,     ,18500, ,   ,    ,   ,CSL,MM,D, , , , , ;
SID:020,2,DUVIT2,RW11,CSL,MM,D, ,V   , ,   ,FD, ,CSL,MM,D, ,      ,0000,0000,1260,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DUVIT2,RW11,D126J,MM,P,C,E   , ,   ,CF, ,CSL,MM,D, ,      ,1260,0100,1260,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DUVIT2,RW11,D108O,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DUVIT2,RW11,DUVIT,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ILIG1C,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,01200,     ,18500,-,200,    ,   ,CSL,MM,D, , , , , ;
SID:020,5,ILIG1C,RW11,SL502,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ILIG1C,RW11,SL501,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ILIG1C,RW11,ILIGA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ILIG1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2910,    ,+,01100,     ,18500, ,   ,    ,   ,CSL,MM,D, , , , , ;
SID:020,5,ILIG1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2760,    ,+,01200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,ILIG1D,RW29,SL500,MM,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,ILIG1D,RW29,SL503,MM,P,C,E   ,L,   ,CF,Y,CSL,MM,D, ,      ,1602,0106,1100,0130,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ILIG1D,RW29,SL502,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ILIG1D,RW29,SL501,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ILIG1D,RW29,ILIGA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LETAT2,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2910,    ,+,01100,     ,18500, ,   ,    ,   ,CSL,MM,D, , , , , ;
SID:020,2,LETAT2,RW29,CSL,MM,D, ,V   , ,   ,FD, ,CSL,MM,D, ,      ,0000,0000,2720,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LETAT2,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LETAT2,RW29,D304J,MM,P,C,E   ,R,   ,AF, ,CSL,MM,D, ,      ,3033,0100,2720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LETAT2,RW29,LETAT,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SJD2D,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,01200,     ,18500, ,   ,    ,   ,CSL,MM,D, , , , , ;
SID:020,2,SJD2D,RW11,CSL,MM,D, ,V   , ,   ,FD, ,CSL,MM,D, ,      ,0000,0000,1520,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SJD2D,RW11, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0320,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SJD2D,RW11,SJD,MM,D, ,VE H, ,   ,CF, ,SJD,MM,D, ,      ,0000,0000,0020,0210, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SJD2E,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2910,    ,+,01100,     ,18500, ,   ,    ,   ,CSL,MM,D, , , , , ;
SID:020,2,SJD2E,RW29,CSL,MM,D, ,V   , ,   ,FD, ,CSL,MM,D, ,      ,0000,0000,2720,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SJD2E,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SJD2E,RW29,D331J,MM,P,C,E   ,R,   ,AF, ,CSL,MM,D, ,      ,3312,0100,2720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SJD2E,RW29,SJD,MM,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SJD4C,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,01100,     ,18500, ,   ,    ,   ,CSL,MM,D, , , , , ;
SID:020,2,SJD4C,RW11,CSL,MM,D, ,V   , ,   ,FD, ,CSL,MM,D, ,      ,0000,0000,1260,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SJD4C,RW11, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SJD4C,RW11,SJD,MM,D, ,VE H, ,   ,CF, ,SJD,MM,D, ,      ,0000,0000,0050,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UKUX1C,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,01200,     ,18500,-,200,    ,   ,CSL,MM,D, , , , , ;
SID:020,5,UKUX1C,RW11,SL502,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,UKUX1C,RW11,SL504,MM,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,UKUX1C,RW11,AVAVU,MM,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,UKUX1C,RW11,UKUXA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UKUX1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2910,    ,+,01100,     ,18500, ,   ,    ,   ,CSL,MM,D, , , , , ;
SID:020,5,UKUX1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2760,    ,+,01200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,UKUX1D,RW29,SL500,MM,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,UKUX1D,RW29,SL503,MM,P,C,E   ,L,   ,CF,Y,CSL,MM,D, ,      ,1602,0106,1100,0130,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,UKUX1D,RW29,SL502,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,UKUX1D,RW29,SL504,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,UKUX1D,RW29,AVAVU,MM,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,UKUX1D,RW29,UKUXA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ALRI1G,RW29,ALRIN,MM,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,19500, ,   ,    ,   ,CSL,MM,D, , , , , ;
STAR:020,5,ALRI1G,RW29,SD403,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ALRI1G,RW29,DASON,MM,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ALRI1G,RW29,SL404,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ALRI1G,RW29,SL400,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,ALRI1G,RW29,AVURU,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,ALRI1G,RW29,SL406,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,ALRI1G,RW29,TESAC,MM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,CSL3,RW29,SJD,MM,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,19500, ,   ,    ,   ,CSL,MM,D, , , , , ;
STAR:020,2,CSL3,RW29,D216F,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,CSL3,RW29,CSL,MM,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ENEK1C,RW29,ENEKO,MM,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,19500, ,   ,    ,   ,CSL,MM,D, , , , , ;
STAR:020,5,ENEK1C,RW29,MARUX,MM,E,A,E CH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ENEK1C,RW29,DASON,MM,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ENEK1C,RW29,SL404,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ENEK1C,RW29,SL400,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,ENEK1C,RW29,AVURU,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,ENEK1C,RW29,SL406,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,ENEK1C,RW29,TESAC,MM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ILIG1E,RW29,ILIGA,MM,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,19500, ,   ,    ,   ,CSL,MM,D, , , , , ;
STAR:020,5,ILIG1E,RW29,SL402,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ILIG1E,RW29,TESAC,MM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,LEPO1C,RW29,LEPOM,MM,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,19500, ,   ,    ,   ,CSL,MM,D, , , , , ;
STAR:020,5,LEPO1C,RW29,GOSIM,MM,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,LEPO1C,RW29,SL405,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,LEPO1C,RW29,DASON,MM,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,LEPO1C,RW29,SL404,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,LEPO1C,RW29,SL400,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,LEPO1C,RW29,AVURU,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,LEPO1C,RW29,SL406,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,5,LEPO1C,RW29,TESAC,MM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D29-Y,OLUVU,OLUVU,MM,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,19500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29-Y,OLUVU,D108O,MM,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D29-Y,OLUVU,D126J,MM,P,C,E  B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D29-Y,OLUVU,CF29,MM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D29-Y,SJD,SJD,MM,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,19500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29-Y,SJD,D185Q,MM,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D29-Y,SJD,CF29,MM,P,C,EE  ,R,   ,CF, ,CSL,MM,D, ,      ,1260,0080,3060,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D29-Y, ,CF29,MM,P,C,E  I, ,   ,IF, ,CSL,MM,D, ,      ,1260,0080,    ,    ,+,03000,     ,19500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D29-Y, ,FF29,MM,P,C,E  F, ,   ,CF, ,CSL,MM,D, ,      ,1260,0050,3060,0030,+,02200,     ,     , ,   ,    ,   ,CSL,MM,D, , ,0, ,S;
APPCH:030,D,D29-Y, ,MA29,MM,P,C,EY M, ,   ,CF, ,CSL,MM,D, ,      ,1260,0018,3060,0032, ,01158,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D29-Y, , , , , ,  M ,L,   ,VI,Y, , , , ,      ,    ,    ,1020,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D29-Y, ,D147H,MM,P,C,EY  , ,   ,CF, ,CSL,MM,D, ,      ,1470,0080,1470,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D29-Y, , , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3360,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D29-Y, ,CSL,MM,D, ,VE H, ,   ,CF, ,CSL,MM,D, ,      ,0000,0000,3060,0100,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D29-Z,CSL,CSL,MM,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,19500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29-Z,CSL,CSL,MM,D, ,V   , ,   ,FD, ,CSL,MM,D, ,      ,0000,0000,1470,0080,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D29-Z,CSL,CF29,MM,P,C,EE  ,L,   ,CF,Y,CSL,MM,D, ,      ,1260,0080,3060,0010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D29-Z, ,CF29,MM,P,C,E  I, ,   ,IF, ,CSL,MM,D, ,      ,1260,0080,    ,    ,+,03000,     ,19500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D29-Z, ,FF29,MM,P,C,E  F, ,   ,CF, ,CSL,MM,D, ,      ,1260,0050,3060,0030,+,02200,     ,     , ,   ,    ,   ,CSL,MM,D, , ,0, ,S;
APPCH:030,D,D29-Z, ,MA29,MM,P,C,EY M, ,   ,CF, ,CSL,MM,D, ,      ,1260,0018,3060,0032, ,01158,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D29-Z, , , , , ,  M ,L,   ,VI,Y, , , , ,      ,    ,    ,1020,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
