SID:080,2,BALS9N,RW04,BALSI,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CBY1A,RW22,PAS,LS,D, ,V   , ,   ,CF, ,GVA,LS,D, ,      ,2236,0077,2240,0060, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:030,2,CBY1A,RW22,CBY,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,CBY1N,RW04,D044H,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,0440,0080,0440,0090, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:010,2,CBY1N,RW04,D044H,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,0440,0080,0440,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,CBY1N,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CBY1N,RW04,CBY,LF,D, ,VE  , ,   ,CF, ,CBY,LF,D, ,      ,0000,0000,2290,0380, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CBY1P,RW04,D044B,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,0440,0020,0440,0020, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:020,2,CBY1P,RW04,D044B,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,0450,0020,0440,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CBY1P,RW04,PAS,LS,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,CBY1P,RW04,CBY,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DEPU4A,RW22,PAS,LS,D, ,V   , ,   ,CF, ,PAS,LS,D, ,      ,0000,0000,2240,0060, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:030,2,DEPU4A,RW22,PAS,LS,D, ,V   , ,   ,FA, ,PAS,LS,D, ,      ,0000,0000,2240,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEPU4A,RW22,ARGIS,LF,E,A,E   , ,   ,CF, ,PAS,LS,D, ,      ,2335,0203,2340,0150,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DEPU4A,RW22,DEPUL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DEPU4P,RW04,D044B,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,0440,0020,0440,0020, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:020,2,DEPU4P,RW04,D044B,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,0440,0020,0440,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEPU4P,RW04,PAS,LS,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEPU4P,RW04,ARGIS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DEPU4P,RW04,DEPUL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,DEPU4T,RW04,D044H,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,0440,0080,0440,0090, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:010,2,DEPU4T,RW04,D044H,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,0440,0080,0440,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DEPU4T,RW04,PAS,LS,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DEPU4T,RW04,ARGIS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DEPU4T,RW04,DEPUL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DIPI6A,RW22,PAS,LS,D, ,V   , ,   ,CF, ,PAS,LS,D, ,      ,0000,0000,2240,0060, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:030,2,DIPI6A,RW22,PAS,LS,D, ,V   , ,   ,FA, ,PAS,LS,D, ,      ,0000,0000,2240,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIPI6A,RW22, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DIPI6A,RW22,KELUK,LF,E,A,E   , ,   ,CF, ,PAS,LS,D, ,      ,3291,0269,3290,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,DIPI6A,RW22,DIPIR,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,DIPI6A,ARBOS,DIPIR,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:020,3,DIPI6A,ARBOS,LERDU,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,DIPI6A,ARBOS,ARBOS,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,DIPI6A,DJL,DIPIR,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:020,3,DIPI6A,DJL,IBABA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,DIPI6A,DJL,DJL,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,DIPI6A,OBURO,DIPIR,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:020,3,DIPI6A,OBURO,IBABA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,DIPI6A,OBURO,TUTAX,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,DIPI6A,OBURO,OBURO,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,KONI4D,RW22,D224C,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,2236,0030,2240,0010, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:010,2,KONI4D,RW22,D224C,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,2236,0030,2240,    ,+,01900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KONI4D,RW22,DEREM,LS,E,A,E   ,R,   ,CF,Y,GVA,LS,D, ,      ,0145,0064,0400,0090, ,     ,     ,     ,-,190,    ,   , , , , , , , , ;
SID:030,2,KONI4D,RW22,GLA,LS,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KONI4D,RW22,D032R,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KONI4D,RW22,KONIL,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KONI5J,RW22,D224C,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,2236,0030,2240,0010, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:015,5,KONI5J,RW22,D224C,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,2236,0030,2240,    ,+,01900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KONI5J,RW22,GG603,LS,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,190,    ,   , , , , , , , , ;
SID:030,5,KONI5J,RW22,DEREM,LS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KONI5J,RW22,GLA,LS,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KONI5J,RW22,D032R,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KONI5J,RW22,KONIL,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KONI6A,RW22,PAS,LS,D, ,V   , ,   ,CF, ,PAS,LS,D, ,      ,0000,0000,2240,0060, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:030,2,KONI6A,RW22,PAS,LS,D, ,V   , ,   ,FA, ,PAS,LS,D, ,      ,0000,0000,2240,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KONI6A,RW22,DEREM,LS,E,A,E   ,R,   ,CF,Y,GVA,LS,D, ,      ,0145,0064,0400,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KONI6A,RW22,GLA,LS,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,KONI6A,RW22,KONIL,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,KONI6C,RW22,D224C,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,2236,0030,2240,0010, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:010,2,KONI6C,RW22,D224C,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,2247,0030,2240,    ,+,01900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,KONI6C,RW22,DEREM,LS,E,A,E   ,R,   ,CF,Y,GVA,LS,D, ,      ,0145,0064,0400,0090, ,     ,     ,     ,-,190,    ,   , , , , , , , , ;
SID:030,2,KONI6C,RW22,GLA,LS,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KONI6C,RW22,D032R,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,KONI6C,RW22,KONIL,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MEDA5A,RW22,PAS,LS,D, ,V   , ,   ,CF, ,PAS,LS,D, ,      ,0000,0000,2240,0060, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:030,2,MEDA5A,RW22,PAS,LS,D, ,V   , ,   ,FA, ,PAS,LS,D, ,      ,0000,0000,2240,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MEDA5A,RW22,D141I,LS,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MEDA5A,RW22,D141P,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,MEDA5A,RW22,ESAPI,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,MEDA5A,RW22,PAS27,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,MEDA5A,RW22,VANAS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,MEDA5A,RW22,MEDAM,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MEDA5B,RW22,PAS,LS,D, ,V   , ,   ,CF, ,PAS,LS,D, ,      ,0000,0000,2240,0060, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:030,2,MEDA5B,RW22,PAS,LS,D, ,V   , ,   ,FA, ,PAS,LS,D, ,      ,0000,0000,2240,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MEDA5B,RW22,D141I,LS,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MEDA5B,RW22,D141P,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,MEDA5B,RW22,ESAPI,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,MEDA5B,RW22,PAS27,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,MEDA5B,RW22,VANAS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,MEDA5B,RW22,MEDAM,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MEDA5C,RW22,PAS,LS,D, ,V   , ,   ,CF, ,PAS,LS,D, ,      ,0000,0000,2240,0060, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:030,2,MEDA5C,RW22,PAS,LS,D, ,V   , ,   ,FA, ,PAS,LS,D, ,      ,0000,0000,2240,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MEDA5C,RW22,D141I,LS,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MEDA5C,RW22,D141P,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,MEDA5C,RW22,ESAPI,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,MEDA5C,RW22,PAS27,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,MEDA5C,RW22,VANAS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,MEDA5C,RW22,MEDAM,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,MEDA5N,RW04,D044H,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,0440,0080,0440,0090, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:010,2,MEDA5N,RW04,D044H,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,0440,0080,0440,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MEDA5N,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MEDA5N,RW04,GG604,LS,P,C,EY  , ,   ,CF, ,CBY,LF,D, ,      ,0490,0300,2290,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MEDA5N,RW04, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MEDA5N,RW04,ESAPI,LF,E,A,E   , ,   ,CF, ,PAS,LS,D, ,      ,1414,0204,1410,0030,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,MEDA5N,RW04,PAS27,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,MEDA5N,RW04,VANAS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,MEDA5N,RW04,MEDAM,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,MEDA5P,RW04,D044H,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,0440,0080,0440,0090, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:010,2,MEDA5P,RW04,D044H,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,0440,0080,0440,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MEDA5P,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MEDA5P,RW04,GG604,LS,P,C,EY  , ,   ,CF, ,CBY,LF,D, ,      ,0490,0300,2290,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MEDA5P,RW04, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MEDA5P,RW04,ESAPI,LF,E,A,E   , ,   ,CF, ,PAS,LS,D, ,      ,1414,0204,1410,0030,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,MEDA5P,RW04,PAS27,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,MEDA5P,RW04,VANAS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,MEDA5P,RW04,MEDAM,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,MEDA5Q,RW04,D044H,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,0440,0080,0440,0090, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:010,2,MEDA5Q,RW04,D044H,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,0440,0080,0440,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MEDA5Q,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MEDA5Q,RW04,GG604,LS,P,C,EY  , ,   ,CF, ,CBY,LF,D, ,      ,0490,0300,2290,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MEDA5Q,RW04, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MEDA5Q,RW04,ESAPI,LF,E,A,E   , ,   ,CF, ,PAS,LS,D, ,      ,1414,0204,1410,0030,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,MEDA5Q,RW04,PAS27,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,MEDA5Q,RW04,VANAS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,MEDA5Q,RW04,MEDAM,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MOLU4A,RW22,D224H,LS,P,C,E   , ,   ,CF, ,GVA,LS,D, ,      ,2240,0080,2240,0060, ,     ,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:030,5,MOLU4A,RW22,D224H,LS,P,C,E   , ,   ,FA, ,GVA,LS,D, ,      ,2240,0080,2240,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MOLU4A,RW22,GG602,LS,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,MOLU4A,RW22,TINAM,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MOLU4A,RW22,MOLUS,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MOLU4N,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,01900,     ,07000, ,   ,    ,   ,GVA,LS,D, , , , , ;
SID:020,5,MOLU4N,RW04,PETAL,LS,E,A,E   , ,   ,CF, ,GVA,LS,D, ,      ,0435,0098,0440,0100,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MOLU4N,RW04,MOLUS,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OMNI1A,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,FL090,     ,07000, ,   ,    ,   , , , , , , , , ;
