STAR:040,5,VAGU4B,RW02,ERISO,SC,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,VAGU4B,RW02,AR390,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,VAGU4B,RW02,AR270,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,VAGU4B,RW02,AR220,SC,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,VAGU4B,RW02,BOLUN,SC,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D02-Z,EDNUR,EDNUR,SC,P,C,EECH,L,   ,HF, , , , , ,      ,    ,    ,0260,T010,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D02-Z, ,EDNUR,SC,P,C,E CI, ,   ,IF, ,ARI,SC,D, ,      ,2063,0150,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D02-Z, ,FF02,SC,P,C,E  F, ,   ,CF, ,ARI,SC,D, ,      ,2063,0050,0260,0100,+,02000,     ,     , ,   ,    ,   ,ARI,SC,D, , ,0, ,S;
APPCH:030,D,D02-Z, ,ARI,SC,D, ,V  M, ,   ,CF, ,ARI,SC,D, ,      ,0000,0000,0260,0050, ,00409,     ,     , ,   ,-302,   , , , , , ,0, ,S;
APPCH:040,D,D02-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0260,    ,+,00570,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D02-Z, , , , , , E  ,L,   ,VM,Y, , , , ,      ,    ,    ,2170,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R02,BOLUN,BOLUN,SC,P,C,E CA, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R02,BOLUN,SIGOR,SC,P,C,EECB, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R02,SIGOR,SIGOR,SC,P,C,EECC,L,010,HF, , , , , ,      ,    ,    ,0260,0040,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R02, ,SIGOR,SC,P,C,E CI, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R02, ,KOLSO,SC,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0260,0060,+,01800,     ,     , ,   ,    ,   ,RW02,SC,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R02, ,RW02,SC,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0260,0051, ,00173,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R02, ,SIGOR,SC,P,C,EYM ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R02, ,SIGOR,SC,P,C,EECH,L,010,HM, , , , , ,      ,    ,    ,0260,0040,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,S02-Y,ARI,ARI,SC,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S02-Y,ARI,ARI,SC,D, ,VY  , ,   ,FC, ,ARI,SC,D, ,      ,0000,0000,2240,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S02-Y,ARI,FS02,SC,P,C,EE  ,L,   ,CF,Y,ARI,SC,D, ,      ,2060,0063,0260,0020,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S02-Y, ,FS02,SC,P,C,E  F, ,   ,IF, ,ARI,SC,D, ,      ,2060,0063,    ,    ,+,02400,     ,     , ,   ,    ,   ,ARI,SC,D, , ,0, ,S;
APPCH:030,S,S02-Y, ,ARI,SC,D, ,V  M, ,   ,CF, ,ARI,SC,D, ,      ,0000,0000,0260,0063, ,00409,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S02-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0260,    ,+,00570,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S02-Y, , , , , ,    ,L,   ,VA,Y, , , , ,      ,    ,    ,2170,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S02-Y, ,ARI,SC,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S02-Y, ,ARI,SC,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0260,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW02 ,+0604,      ,00123, ,    , ,   ;S18212818,W070203173,0000;
RWY:RW20 ,-0604,      ,00166, ,    , ,   ;S18202124,W070200721,0000;
