SID:010,5,FRI6N,RW05,GC610,LS,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,07000, ,   ,    ,   ,LSGC,LS,P,A, , , , ;
SID:015,5,FRI6N,RW05,GC611,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,FRI6N,RW05,BOMEC,LS,P,C,EY H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FRI6N,RW05,PALLU,LS,E,A,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,150,    ,   , , , , , , , , ;
SID:035,5,FRI6N,RW05,PALLU,LS,E,A,E  H,R,   ,HA, , , , , ,      ,    ,    ,0520,T010,+,FL110,     ,     ,-,150,    ,   , , , , , , , , ;
SID:040,5,FRI6N,RW05,FRI,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SPR5A,RW23,GC630,LS,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,07000, ,   ,    ,   ,LSGC,LS,P,A, , , , ;
SID:020,5,SPR5A,RW23,GC631,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SPR5A,RW23,FLORY,LS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SPR5A,RW23,SPR,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,SPR5B,RW23,GC630,LS,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,07000, ,   ,    ,   ,LSGC,LS,P,A, , , , ;
SID:010,5,SPR5B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,04900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SPR5B,RW23,PALLU,LS,E,A,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,150,    ,   , , , , , , , , ;
SID:050,5,SPR5B,RW23,PALLU,LS,E,A,E  H,R,   ,HA, , , , , ,      ,    ,    ,0520,T010,+,FL110,     ,     ,-,150,    ,   , , , , , , , , ;
SID:060,5,SPR5B,RW23,FLORY,LS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SPR5B,RW23,SPR,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SPR6M,RW05,GC610,LS,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,07000, ,   ,    ,   ,LSGC,LS,P,A, , , , ;
SID:015,5,SPR6M,RW05,GC611,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,SPR6M,RW05,BOMEC,LS,P,C,EY H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SPR6M,RW05,PALLU,LS,E,A,E  H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,150,    ,   , , , , , , , , ;
SID:040,5,SPR6M,RW05,FLORY,LS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SPR6M,RW05,SPR,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SPR6N,RW05,GC610,LS,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,07000, ,   ,    ,   ,LSGC,LS,P,A, , , , ;
SID:015,5,SPR6N,RW05,GC611,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,SPR6N,RW05,BOMEC,LS,P,C,EY H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SPR6N,RW05,PALLU,LS,E,A,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,150,    ,   , , , , , , , , ;
SID:035,5,SPR6N,RW05,PALLU,LS,E,A,E  H,R,   ,HA, , , , , ,      ,    ,    ,0520,T010,+,FL110,     ,     ,-,150,    ,   , , , , , , , , ;
SID:040,5,SPR6N,RW05,FLORY,LS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SPR6N,RW05,SPR,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ARPU3E,ALL,ARPUS,LF,E,A,E CH, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LSGC,LS,P,A, , , , ;
STAR:020,5,ARPU3E,ALL,HR,LF,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ARPU3E,ALL,ARNOT,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ARPU3E,ALL,DEKAM,LS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,150,    ,   , , , , , , , , ;
STAR:050,5,ARPU3E,ALL,BOMEC,LS,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,ARPU3E,ALL,PALLU,LS,E,A,EB H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DEKA3R,ALL,DEKAM,LS,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LSGC,LS,P,A, , , , ;
STAR:020,5,DEKA3R,ALL,BOMEC,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DEKA3R,ALL,PALLU,LS,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,FRI2R,ALL,FRI,LS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LSGC,LS,P,A, , , , ;
STAR:020,5,FRI2R,ALL,PALLU,LS,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,SPR3R,ALL,SPR,LS,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LSGC,LS,P,A, , , , ;
STAR:020,5,SPR3R,ALL,FLORY,LS,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SPR3R,ALL,PALLU,LS,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R05,FLORY,FLORY,LS,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,150,    ,   , , , , , ,A,J,S;
APPCH:020,A,R05,FLORY,GC750,LS,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,150,    ,   , , , , , ,A,J,S;
APPCH:010,A,R05,PALLU,PALLU,LS,E,A,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL110,07000,     ,-,150,    ,   , , , , , ,A,J,S;
APPCH:020,A,R05,PALLU,FLORY,LS,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,150,    ,   , , , , , ,A,J,S;
APPCH:030,A,R05,PALLU,GC750,LS,P,C,EE B,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,150,    ,   , , , , , ,A,J,S;
APPCH:010,R,R05, ,GC750,LS,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,150,    ,   , , , , , ,A,J,S;
APPCH:020,R,R05, ,GC751,LS,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0480,0033,+,07000,     ,     , ,   ,    ,   ,LSGC,LS,P,A, ,A,J,S;
PRDAT:A,       LPV, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R05, ,GC752,LS,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,0480,0085, ,03548,     ,     , ,   ,-380,   , , , , , ,A,J,S;
APPCH:040,R,R05, ,GC753,LS,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R05, ,PALLU,LS,E,A,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,130,    ,   , , , , , ,A,J,S;
APPCH:060,R,R05, ,PALLU,LS,E,A,EE H,R,010,HM, , , , , ,      ,    ,    ,0520,T010,-,FL110,     ,     ,-,150,    ,   , , , , , ,A,J,S;
APPCH:010,A,R23,BALIR,BALIR,LS,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,180,    ,   , , , , , ,A,J,S;
APPCH:020,A,R23,BALIR,GC701,LS,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R23,BALIR,DEKAM,LS,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R23,PALLU,PALLU,LS,E,A,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL110,07000,     ,-,150,    ,   , , , , , ,A,J,S;
APPCH:020,A,R23,PALLU,BOMEC,LS,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R23,PALLU,GC706,LS,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R23,PALLU,DEKAM,LS,E,A,EE B,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R23, ,DEKAM,LS,E,A,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R23, ,BOMEC,LS,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2320,0061,+,07000,     ,     , ,   ,    ,   ,LSGC,LS,P,A, ,A,J,S;
PRDAT:A,       LPV, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R23, ,RW23,LS,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2320,0097, ,03402,     ,     , ,   ,-350,   , , , , , ,A,J,S;
APPCH:040,R,R23, ,GC704,LS,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R23, ,PALLU,LS,E,A,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,150,    ,   , , , , , ,A,J,S;
APPCH:060,R,R23, ,PALLU,LS,E,A,EE H,R,010,HM, , , , , ,      ,    ,    ,0520,T010,-,FL110,     ,     ,-,150,    ,   , , , , , ,A,J,S;
RWY:RW05 ,     ,      ,03368, ,    , ,   ;N47045289,E006471595,0118;
RWY:RW23 ,     ,      ,03346, ,    , ,   ;N47051222,E006475532,0102;
