SID:040,2,EMIG1B,RW29,D215P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,2152,0160,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EMIG1B,RW29,EMIGU,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EMIR1A,RW11,GL406,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,1086,0072,1080,0060, ,     ,     ,18500, ,200,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,EMIR1A,RW11,GL405,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EMIR1A,RW11,GL430,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EMIR1A,RW11,ATOXO,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EMIR1A,RW11,EMIRI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EMIR1B,RW29,GL710,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2880,0107,+,07800,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,EMIR1B,RW29,GL730,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EMIR1B,RW29,GL731,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EMIR1B,RW29,ATOXO,MM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EMIR1B,RW29,EMIRI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,FEIS1A,RW11,GL406,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,1086,0072,1080,0060, ,     ,     ,18500, ,200,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,FEIS1A,RW11,GL405,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FEIS1A,RW11,GL410,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FEIS1A,RW11,FEISE,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,FEIS1B,RW29,GL710,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2880,0107,+,07800,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,FEIS1B,RW29,GL720,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FEIS1B,RW29,GL721,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FEIS1B,RW29,FEISE,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GDL1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,GDL1A,RW11,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GDL1A,RW11,GDL,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GDL1B,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,GDL1B,RW29,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GDL1B,RW29,GDL,MM,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GDL1C,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05410,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,GDL1C,RW29,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2820,0045,+,05800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GDL1C,RW29,D160J,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GDL1C,RW29,D160I,MM,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GDL1C,RW29,D346F,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GDL1C,RW29,GDL,MM,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,2,GOYA1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,GOYA1A,RW11,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOYA1A,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GOYA1A,RW11,D007P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,0076,0160,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GOYA1A,RW11,GOYAS,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOYA1B,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,GOYA1B,RW29,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOYA1B,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GOYA1B,RW29,D007P,MM,P,C,E   ,R,   ,AF, ,GDL,MM,D, ,      ,0076,0160,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GOYA1B,RW29,GOYAS,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KARUN1,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,KARUN1,RW11,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KARUN1,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KARUN1,RW11,D081P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,0816,0160,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KARUN1,RW11,KARUN,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KELV1A,RW11,GL406,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,1086,0072,1080,0060, ,     ,     ,18500, ,200,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,KELV1A,RW11,GL405,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KELV1A,RW11,KELVA,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KELV1B,RW29,GL710,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2880,0107,+,07800,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,KELV1B,RW29,GL720,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KELV1B,RW29,GL725,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KELV1B,RW29,KELVA,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEROK1,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,LEROK1,RW11,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEROK1,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LEROK1,RW11,D143P,MM,P,C,E   ,R,   ,AF, ,GDL,MM,D, ,      ,1429,0160,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LEROK1,RW11,LEROK,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LONK1D,RW11,GL406,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,1086,0072,1080,0060, ,     ,     ,18500, ,200,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,LONK1D,RW11,GL405,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LONK1D,RW11,LONKU,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LONK1E,RW29,GL710,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2880,0107,+,07800,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,LONK1E,RW29,GL720,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LONK1E,RW29,GL726,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LONK1E,RW29,LONKU,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOTU1D,RW11,GL406,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,1086,0072,1080,0060, ,     ,     ,18500, ,200,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,NOTU1D,RW11,GL420,MM,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NOTU1D,RW11,GL421,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NOTU1D,RW11,GL422,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NOTU1D,RW11,NOTUP,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOTU1E,RW29,GL710,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2880,0107,+,07800,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,NOTU1E,RW29,NOTUP,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NUBIG1,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,NUBIG1,RW29,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NUBIG1,RW29,D284V,MM,P,C,E   , ,   ,CF, ,GDL,MM,D, ,      ,2846,0220,2730,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NUBIG1,RW29,NUBIG,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OTOK1A,RW11,GL406,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,1086,0072,1080,0060, ,     ,     ,18500, ,200,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,OTOK1A,RW11,GL405,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OTOK1A,RW11,GL410,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,OTOK1A,RW11,GL411,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,OTOK1A,RW11,OTOKI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OTOK1B,RW29,GL710,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2880,0107,+,07800,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,OTOK1B,RW29,GL711,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OTOK1B,RW29,GL712,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,OTOK1B,RW29,OTOKI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OVALI1,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,OVALI1,RW11,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OVALI1,RW11,D101V,MM,P,C,E   , ,   ,CF, ,GDL,MM,D, ,      ,1012,0220,0840,0064, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OVALI1,RW11,OVALI,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PIRAR1,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,PIRAR1,RW11,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PIRAR1,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PIRAR1,RW11,D045P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,0457,0160,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,PIRAR1,RW11,PIRAR,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SEDE1A,RW11,GL406,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,1086,0072,1080,0060, ,     ,     ,18500, ,200,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,SEDE1A,RW11,GL420,MM,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SEDE1A,RW11,GL421,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SEDE1A,RW11,GL422,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SEDE1A,RW11,SEDEM,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SEDE1B,RW29,GL710,MM,P,C,EY  , ,   ,CF, ,GDL,MM,D, ,      ,2876,0095,2880,0107,+,07800,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,5,SEDE1B,RW29,SEDEM,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TABG1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,TABG1A,RW11,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TABG1A,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TABG1A,RW11,D185P,MM,P,C,E   ,R,   ,AF, ,GDL,MM,D, ,      ,1855,0160,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,TABG1A,RW11,TABGO,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TABG1B,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,TABG1B,RW29,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TABG1B,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TABG1B,RW29,D185P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,1855,0160,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,TABG1B,RW29,TABGO,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TEILA1,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,TEILA1,RW29,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TEILA1,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TEILA1,RW29,D308P,MM,P,C,E   ,R,   ,AF, ,GDL,MM,D, ,      ,3082,0160,2880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,TEILA1,RW29,TEILA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TIKIT1,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,TIKIT1,RW29,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,2880,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TIKIT1,RW29,D296V,MM,P,C,E   , ,   ,CF, ,GDL,MM,D, ,      ,2965,0220,3170,0065, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TIKIT1,RW29,TIKIT,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,XORID1,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05420,     ,18500, ,   ,    ,   ,GDL,MM,D, , , , , ;
SID:020,2,XORID1,RW11,GDL,MM,D, ,V   , ,   ,FD, ,GDL,MM,D, ,      ,0000,0000,1080,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,XORID1,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,XORID1,RW11,D068P,MM,P,C,E   ,L,   ,AF, ,GDL,MM,D, ,      ,0683,0160,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,XORID1,RW11,XORID,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,LIPE1F,RW11,LIPEP,MM,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,19500, ,   ,    ,   ,GDL,MM,D, , , , , ;
STAR:020,5,LIPE1F,RW11,GL520,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,18000,     ,     , ,   ,    ,   , , , , , , , , ;
