SID:020,5,ULVO1B,RW28,ULVOK,SL,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ULVO1B,BOKAP,ULVOK,SL,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,6,ULVO1B,BOKAP,PANUT,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ULVO1B,BOKAP,BOKAP,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ULVO1B,ELAKO,ULVOK,SL,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,6,ULVO1B,ELAKO,SIGUD,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ULVO1B,ELAKO,ELAKO,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ULVO1B,RAXUN,ULVOK,SL,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,6,ULVO1B,RAXUN,PANUT,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ULVO1B,RAXUN,RAXUN,SP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,USAR1B,RW28,DER28,SL,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,4,USAR1B,RW28,LP624,SL,P,C,EYC , ,010,CF, ,SUR,SL,D, ,      ,3187,2318,2810,0099,+,16800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,USAR1B,RW28,USARU,SL,P,C,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     ,-,260,    ,   , , , , , , , , ;
SID:010,6,USAR1B,DEVUR,USARU,SL,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,260,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,6,USAR1B,DEVUR,DEVUR,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,USAR1B,ESDUM,USARU,SL,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,260,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,6,USAR1B,ESDUM,ESDUM,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,USAR1B,IROBO,USARU,SL,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,260,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,6,USAR1B,IROBO,IROBO,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,USAR1B,KOMPA,USARU,SL,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,260,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,6,USAR1B,KOMPA,KOMPA,SL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,USAR1C,RW10,DER10,SL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:010,2,USAR1C,RW10, , , , ,    , ,   ,CD, ,PAZ,SL,D, ,      ,    ,    ,1000,0050,+,13700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,USAR1C,RW10, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,USAR1C,RW10,USARU,SL,P,C,EEC , ,   ,CF, ,ORU,SL,D, ,      ,3207,1141,2490,0100,+,FL190,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,3,USAR1C,DEVUR,USARU,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,USAR1C,DEVUR,DEVUR,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,USAR1C,ELAKO,USARU,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,USAR1C,ELAKO,ELAKO,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,USAR1C,ESDUM,USARU,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,USAR1C,ESDUM,ESDUM,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,USAR1D,RW28,DER28,SL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,2,USAR1D,RW28,PAZ,SL,D, ,VYC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,13600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,USAR1D,RW28,USARU,SL,P,C,EEC , ,   ,CF, ,SUR,SL,D, ,      ,3154,2320,2490,0200,+,FL190,     ,     ,-,200,    ,   , , , , , , , , ;
SID:010,3,USAR1D,DEVUR,USARU,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,USAR1D,DEVUR,DEVUR,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,USAR1D,ELAKO,USARU,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,USAR1D,ELAKO,ELAKO,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,USAR1D,ESDUM,USARU,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,18000,-,200,    ,   ,PAZ,SL,D, ,A, , , ;
SID:020,3,USAR1D,ESDUM,ESDUM,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DEVU1A,RW10,DEVUR,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,DEVU1A,RW10,LP904,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DEVU1A,RW10,UTKAT,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,5,ELAK1A,RW10,ELAKO,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,ELAK1A,RW10,UTKAT,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,5,ELAM1A,RW10,ELAMU,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,ELAM1A,RW10,LP200,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ELAM1A,RW10,LP202,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ELAM1A,RW10,SUPTI,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,5,ESDU1A,RW10,ESDUM,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,ESDU1A,RW10,LP902,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ESDU1A,RW10,UTKAT,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,5,IROB1A,RW10,IROBO,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,IROB1A,RW10,LP906,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,IROB1A,RW10,USVIL,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,5,KIGA1A,RW10,KIGAX,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,KIGA1A,RW10,LP610,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,KIGA1A,RW10,LP612,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,KIGA1A,RW10,SUPTI,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,5,KOMP1A,RW10,KOMPA,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,KOMP1A,RW10,UTKAT,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,4,PANU1A,BOKAP,BOKAP,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,4,PANU1A,BOKAP,PANUT,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,PANU1A,RAXUN,RAXUN,SP,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,4,PANU1A,RAXUN,PANUT,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,PANU1A,RW10,PANUT,SL,P,C,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,PANU1A,RW10,ULVOK,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,PANU1A,RW10,UTKAT,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,5,SIKO1A,RW10,SIKOL,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,SIKO1A,RW10,LP908,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SIKO1A,RW10,USVIL,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,5,TERA1A,RW10,TERAX,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,TERA1A,RW10,LP698,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,TERA1A,RW10,GEKAD,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,TERA1A,RW10,USVIL,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
STAR:010,5,VAPA1A,RW10,VAPAS,SL,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   ,PAZ,SL,D, ,A, , , ;
STAR:020,5,VAPA1A,RW10,LP910,SL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,VAPA1A,RW10,USVIL,SL,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     ,-,180,    ,   , , , , , , , , ;
APPCH:010,A,D10-Z,PAZ,PAZ,SL,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,160,    ,   , , , , , ,0, ,S;
APPCH:020,A,D10-Z,PAZ,PAZ,SL,D, ,V   , ,   ,FD, ,PAZ,SL,D, ,      ,0000,0000,3080,0080,+,15000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D10-Z,PAZ,CS10,SL,P,C,EECB,L,   ,CF,Y,PAZ,SL,D, ,      ,2800,0080,1000,0010,+,15000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D10-Z, ,CS10,SL,P,C,E CI, ,   ,IF, ,PAZ,SL,D, ,      ,2800,0080,    ,    ,+,15000,     ,     ,-,160,    ,   , , , , , ,0, ,S;
APPCH:020,D,D10-Z, ,FS10,SL,P,C,E CF, ,   ,CF, ,PAZ,SL,D, ,      ,2800,0046,1000,0034,+,15000,     ,     , ,   ,    ,   ,PAZ,SL,D, ,B,0, ,S;
APPCH:030,D,D10-Z, ,PAZ,SL,D, ,V  M, ,   ,CF, ,PAZ,SL,D, ,      ,0000,0000,1000,0046, ,13569,     ,     , ,   ,-292,   , , , , , ,0, ,S;
APPCH:040,D,D10-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1000,    ,+,13720,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D10-Z, ,D181T,SL,P,C,E   , ,   ,CF, ,PAZ,SL,D, ,      ,1810,0200,1810,0200,+,17000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D10-Z, ,D181T,SL,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0010,T015,+,17000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,L10-V,ELAMU,ELAMU,SL,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,L10-V,ELAMU,D011O,SL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,L10-V,ELAMU,D011J,SL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,L10-V,ELAMU,PAZ,SL,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,18000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,L10-V,ELAMU,D191H,SL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,A,L10-V,ELAMU,D266H,SL,P,C,E   ,R,   ,AF, ,PAZ,SL,D, ,      ,2660,0080,1910,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,A,L10-V,ELAMU, , , , , E  , ,   ,VI, ,ILPA,SL,P,I,      ,    ,    ,0700,    ,+,15000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,L,L10-V, ,CI10,SL,P,C,E CI, ,   ,IF, ,ILPA,SL,P,I,      ,2799,0117,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,L,L10-V, ,FI10,SL,P,C,E CF, ,   ,CF, ,ILPA,SL,P,I,      ,2799,0094,1000,0023,+,15000,     ,     , ,   ,    ,   ,PAZ,SL,D, ,B,0,D,S;
APPCH:030,L,L10-V, ,PAZ,SL,D, ,V  M, ,   ,CF, ,ILPA,SL,P,I,      ,2799,0037,1000,0057, ,13497,     ,     , ,   ,-240,   , , , , , ,0,D,S;
