SID:050,2,GIKI7W,RW21R,D098Y,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GIKI7W,RW21R,GIKIN,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LOME5S,RW03L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,01500,     ,06000,-,300,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,LOME5S,RW03L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LOME5S,RW03L,D355O,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,3546,0150,3550,0100,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LOME5S,RW03L,D355T,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LOME5S,RW03L,D355X,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LOME5S,RW03L,GRO29,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,LOME5S,RW03L,LOMED,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LOME5W,RW21R, , , , ,    , ,   ,CD, ,GRO,LI,D, ,      ,    ,    ,2080,0060, ,     ,     ,06000,-,300,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,LOME5W,RW21R,GRO,LI,D, ,V   ,L,   ,CF,Y,GRO,LI,D, ,      ,0000,0000,3390,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LOME5W,RW21R,D355O,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LOME5W,RW21R,D355T,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LOME5W,RW21R,D355X,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LOME5W,RW21R,GRO29,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,LOME5W,RW21R,LOMED,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UPAD5S,RW03L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,01500,     ,06000,-,300,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,UPAD5S,RW03L, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,UPAD5S,RW03L,UPADU,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,2638,0150,2640,0090,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UPAD5W,RW21R, , , , ,    , ,   ,CD, ,GRO,LI,D, ,      ,    ,    ,2080,0060, ,     ,     ,06000,-,300,    ,   ,GRO,LI,D, ,A, , , ;
SID:020,2,UPAD5W,RW21R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,UPAD5W,RW21R,UPADU,LI,E,A,EEC , ,   ,CF, ,GRO,LI,D, ,      ,2638,0150,3150,0050,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BAMV1B,RW03L,BAMVU,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:020,2,BAMV1B,RW03L,D193E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BAMV1B,RW03L,GRO,LI,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BAMV1E,RW03L,BAMVU,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:020,2,BAMV1E,RW03L,D193M,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BAMV1E,RW03L, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,BAMV1E,RW03L,D180K,LI,P,C,EY  ,L,   ,AF, ,GRO,LI,D, ,      ,1800,0110,1930,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,BAMV1E,RW03L,MEFFE,LI,P,C,EECH, ,   ,CF, ,GRO,LI,D, ,      ,1700,0090,3500,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GIKI1E,RW03L,GIKIN,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:020,2,GIKI1E,RW03L,D098J,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,GIKI1E,RW03L,GRO,LI,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,GIKI1E,RW03L,MEFFE,LI,P,C,EECH,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GIKI3B,RW03L,GIKIN,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:030,2,GIKI3B,RW03L,D098J,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,GIKI3B,RW03L,GRO,LI,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LOME1B,RW03L,LOMED,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:020,2,LOME1B,RW03L,GRO29,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LOME1B,RW03L,D355T,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,LOME1B,RW03L,D355E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,LOME1B,RW03L,GRO,LI,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LOME1E,RW03L,LOMED,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:020,2,LOME1E,RW03L,GRO29,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LOME1E,RW03L,D355T,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,LOME1E,RW03L,D355E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,LOME1E,RW03L,GRO,LI,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,2,LOME1E,RW03L,MEFFE,LI,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PIS1B,RW03L,PIS,LI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:020,2,PIS1B,RW03L,D323S,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PIS1B,RW03L,D323E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,PIS1B,RW03L,GRO,LI,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PIS1E,RW03L,PIS,LI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:020,2,PIS1E,RW03L,D323S,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PIS1E,RW03L,D323E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,PIS1E,RW03L,GRO,LI,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,PIS1E,RW03L,MEFFE,LI,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,UPAD1B,RW03L,UPADU,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:020,2,UPAD1B,RW03L,D264E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,UPAD1B,RW03L,GRO,LI,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,UPAD1E,RW03L,UPADU,LI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,GRO,LI,D, ,A, , , ;
STAR:020,2,UPAD1E,RW03L,D264E,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,UPAD1E,RW03L,GRO,LI,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,UPAD1E,RW03L,MEFFE,LI,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D03L,GRO,GRO,LI,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D03L,GRO,GRO,LI,D, ,V   , ,   ,FD, ,GRO,LI,D, ,      ,0000,0000,2450,0080,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D03L,GRO,FD03L,LI,P,C,EE  ,L,   ,CF,Y,GRO,LI,D, ,      ,2150,0060,0350,0030,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D03L, ,FD03L,LI,P,C,E  F, ,   ,IF, ,GRO,LI,D, ,      ,2150,0060,    ,    ,+,01700,     ,     , ,   ,    ,   ,GRO,LI,D, ,A,0, ,S;
APPCH:030,D,D03L, ,MD03L,LI,P,C,E  M, ,   ,CF, ,GRO,LI,D, ,      ,2150,0010,0350,0050, ,00088,     ,     , ,   ,-304,   , , , , , ,0, ,S;
APPCH:040,D,D03L, ,GRO,LI,D, ,V M , ,   ,CF, ,GRO,LI,D, ,      ,0000,0000,0350,0010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D03L, ,GRO,LI,D, ,V   , ,   ,FD, ,GRO,LI,D, ,      ,0000,0000,3590,0100,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D03L, ,GRO,LI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D03L, ,GRO,LI,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,2450,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I03LZ,MEFFE,MEFFE,LI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I03LZ,MEFFE,D170K,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I03LZ,MEFFE,D198K,LI,P,C,EY  ,R,   ,AF, ,GRO,LI,D, ,      ,1980,0110,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I03LZ,MEFFE,CI03L,LI,P,C,EE  , ,   ,CF, ,GRS,LI,P,I,      ,2080,0098,0270,0020,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I03LZ, ,CI03L,LI,P,C,E  I, ,   ,IF, ,GRS,LI,P,I,      ,2080,0098,    ,    ,J,02300,01700,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I03LZ, ,FI03L,LI,P,C,E CF, ,   ,CF, ,GRS,LI,P,I,      ,2080,0068,0270,0030,H,01700,01700,     , ,   ,-300,   ,GRO,LI,D, ,A,0,D,S;
APPCH:030,I,I03LZ, ,RW03L,LI,P,G,G  M, ,   ,CF, ,GRS,LI,P,I,      ,2080,0017,0270,0051, ,00069,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I03LZ, ,GRO,LI,D, ,V M , ,   ,CF, ,GRO,LI,D, ,      ,0000,0000,0270,0009, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I03LZ, ,D356J,LI,P,C,EY  , ,   ,CF, ,GRO,LI,D, ,      ,3560,0100,3560,0100,+,02000,     ,     ,-,240,    ,   , , , , , ,0,D,S;
APPCH:060,I,I03LZ, ,GRO,LI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I03LZ, ,MEFFE,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,1700,0090,1700,0090, ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,I,I03LZ, ,MEFFE,LI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1700,0040,+,03000,     ,     ,-,265,    ,   , , , , , ,0,D,S;
APPCH:010,A,T03L,BERNY,BERNY,LI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:015,A,T03L,BERNY,GRO,LI,D, ,V   , ,   ,CF, ,GRO,LI,D, ,      ,0000,0000,2450,0090,+,06000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T03L,BERNY,GRO,LI,D, ,V   , ,   ,FD, ,GRO,LI,D, ,      ,0000,0000,2450,0120,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:025,A,T03L,BERNY,D215L,LI,P,C,E  B,L,   ,CF,Y,GRO,LI,D, ,      ,2150,0120,0350,0010,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:027,A,T03L,BERNY,D215G,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,2150,0070,0350,0050,+,01650,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T03L,BERNY,FT03L,LI,P,C,EE  , ,   ,CF, ,GRO,LI,D, ,      ,2150,0055,0350,0015,+,01650,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T03L,D170I,D170I,LI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T03L,D170I, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T03L,D170I,D205J,LI,P,C,E   ,R,   ,AF, ,GRO,LI,D, ,      ,2050,0100,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T03L,D170I,D215I,LI,P,C,E  B, ,   ,CF, ,GRO,LI,D, ,      ,2150,0090,0350,0010,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T03L,D170I,D215G,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,2150,0070,0350,0020,+,01650,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,A,T03L,D170I,FT03L,LI,P,C,EB  , ,   ,CF, ,GRO,LI,D, ,      ,2150,0055,0350,0015,+,01650,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T03L, ,FT03L,LI,P,C,E  F, ,   ,IF, ,GRO,LI,D, ,      ,2150,0055,    ,    ,+,01650,     ,     , ,   ,    ,   ,GRO,LI,D, ,B,0,D,S;
APPCH:030,T,T03L, ,MT03L,LI,P,C,E  M, ,   ,CF, ,GRO,LI,D, ,      ,2150,0010,0350,0045, ,00100,     ,     , ,   ,-330,   , , , , , ,0,D,S;
APPCH:040,T,T03L, ,GRO,LI,D, ,V M , ,   ,CF, ,GRO,LI,D, ,      ,0000,0000,0350,0010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T03L, ,GRO,LI,D, ,V   , ,   ,FD, ,GRO,LI,D, ,      ,0000,0000,3600,0100,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T03L, ,GRO,LI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:065,T,T03L, ,D170I,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,1700,0090,1700,0090, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T03L, ,D170I,LI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1700,0030, ,03000,     ,     ,-,265,    ,   , , , , , ,0,D,S;
APPCH:010,A,T21R,D345N,D345N,LI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T21R,D345N,D345Q,LI,P,C,EY  , ,   ,CF, ,GRO,LI,D, ,      ,3450,0170,3450,0030, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T21R,D345N,D018Q,LI,P,C,E   ,R,   ,CF,Y,GRO,LI,D, ,      ,0180,0170,1980,0010,+,06000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T21R,D345N,D018L,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,0180,0120,1980,0050,+,03600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T21R,D345N,D018I,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,0180,0090,1980,0030,+,02700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,A,T21R,D345N,D018H,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,0180,0080,1980,0010,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,A,T21R,D345N,FT21R,LI,P,C,EE  , ,   ,CF, ,GRO,LI,D, ,      ,0180,0060,1980,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T21R, ,FT21R,LI,P,C,E  F, ,   ,IF, ,GRO,LI,D, ,      ,0180,0060,    ,    ,+,02000,     ,     , ,   ,    ,   ,GRO,LI,D, ,A,0,D,S;
APPCH:025,T,T21R, ,50TAC,LI,P,C,E S , ,   ,CF, ,GRO,LI,D, ,      ,0180,0050,1980,0010,+,01630,     ,     , ,   ,-350,   , , , , , ,0,D,S;
APPCH:030,T,T21R, ,MT21R,LI,P,C,E  M, ,   ,CF, ,GRO,LI,D, ,      ,0180,0015,1980,0035, ,00356,     ,     , ,   ,-350,   , , , , , ,0,D,S;
APPCH:040,T,T21R, ,GRO,LI,D, ,V M , ,   ,CF, ,GRO,LI,D, ,      ,0000,0000,1950,0015, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T21R, ,D170I,LI,P,C,E   , ,   ,CF, ,GRO,LI,D, ,      ,1700,0090,1700,0090, ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T21R, ,D170I,LI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1700,0030, ,03000,     ,     ,-,265,    ,   , , , , , ,0,D,S;
RWY:RW03L,     ,      ,00015, ,GRS ,1,   ;N42450036,E011034250,0315;
RWY:RW03R,     ,      ,00018, ,    , ,   ;N42450249,E011035573,0978;
RWY:RW21L,     ,      ,00016, ,    , ,   ;N42460797,E011044897,0000;
RWY:RW21R,     ,      ,00015, ,    , ,   ;N42462088,E011044808,0000;
