SID:010,4,ANTR2B,RW07L,TS812,VV,P,C,EE  , ,   ,CF, ,TSH,VV,D, ,      ,0692,0073,0700,0063, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:010,4,ANTR2B,RW07R,TS812,VV,P,C,EE  , ,   ,CF, ,TSH,VV,D, ,      ,0692,0073,0680,0056, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:010,5,ANTR2B, ,TS812,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,5,ANTR2B, ,TS814,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANTR2B, ,TS816,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANTR2B, ,ANTRI,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2B,BIXEX,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2B,BIXEX,BIXEX,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2B,DOVIN,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2B,DOVIN,DOVIN,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2B,PATMA,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2B,PATMA,PATMA,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2B,PTH,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2B,PTH,PTH,VV,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANTR2D,RW25L,TS612,VV,P,C,EY  , ,   ,CF, ,TSH,VV,D, ,      ,2490,0049,2500,0038, ,     ,     ,18000,-,240,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,4,ANTR2D,RW25L,TS626,VV,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANTR2D,RW25R,TS614,VV,P,C,EY  , ,   ,CF, ,TSH,VV,D, ,      ,2513,0049,2500,0039, ,     ,     ,18000,-,240,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,4,ANTR2D,RW25R,TS626,VV,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANTR2D, ,TS626,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,5,ANTR2D, ,TS628,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANTR2D, ,TS632,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANTR2D, ,TS814,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANTR2D, ,TS816,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANTR2D, ,ANTRI,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2D,BIXEX,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2D,BIXEX,BIXEX,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2D,DOVIN,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2D,DOVIN,DOVIN,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2D,PATMA,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2D,PATMA,PATMA,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2D,PTH,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2D,PTH,PTH,VV,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANTR2E,RW25L,TS616,VV,P,C,EE  , ,   ,CF, ,TSH,VV,D, ,      ,2492,0074,2500,0063, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:010,4,ANTR2E,RW25R,TS616,VV,P,C,EE  , ,   ,CF, ,TSH,VV,D, ,      ,2492,0074,2480,0058, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:010,5,ANTR2E, ,TS616,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,5,ANTR2E, ,TS618,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANTR2E, ,TS622,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANTR2E, ,TS624,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,270,    ,   , , , , , , , , ;
SID:050,5,ANTR2E, ,TS626,VV,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANTR2E, ,TS628,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ANTR2E, ,TS632,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ANTR2E, ,TS814,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ANTR2E, ,TS816,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ANTR2E, ,ANTRI,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2E,BIXEX,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2E,BIXEX,BIXEX,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2E,DOVIN,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2E,DOVIN,DOVIN,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2E,PATMA,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2E,PATMA,PATMA,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2E,PTH,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2E,PTH,PTH,VV,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANTR2F,RW25L,TS652,VV,P,C,E   , ,   ,CF, ,TSH,VV,D, ,      ,2481,0029,2500,0041, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,4,ANTR2F,RW25L,TS658,VV,P,C,EE  ,R,   ,RF, , , , , ,003190,    ,    ,    ,0085, ,     ,     ,     ,-,240,    ,   ,TSC03,VV,P,C, , , , ;
SID:010,4,ANTR2F,RW25R,TS654,VV,P,C,E   , ,   ,CF, ,TSH,VV,D, ,      ,2521,0029,2500,0037, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,4,ANTR2F,RW25R,TS658,VV,P,C,EE  ,R,   ,RF, , , , , ,003080,    ,    ,    ,0083, ,     ,     ,     ,-,240,    ,   ,TSC04,VV,P,C, , , , ;
SID:010,5,ANTR2F, ,TS658,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,240,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,5,ANTR2F, ,TS662,VV,P,C,E   ,R,   ,RF, , , , , ,003190,    ,    ,    ,0031, ,     ,     ,     ,-,240,    ,   ,TSC03,VV,P,C, , , , ;
SID:030,5,ANTR2F, ,TS664,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANTR2F, ,TS666,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANTR2F, ,TS668,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANTR2F, ,TS814,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ANTR2F, ,TS816,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ANTR2F, ,ANTRI,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2F,BIXEX,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2F,BIXEX,BIXEX,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2F,DOVIN,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2F,DOVIN,DOVIN,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2F,PATMA,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2F,PATMA,PATMA,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ANTR2F,PTH,ANTRI,VV,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,6,ANTR2F,PTH,PTH,VV,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BACH1P,RW07R, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,0700,0037, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,BACH1P,RW07R,TS14B,VV,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BACH1P,RW07R,BACHU,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BACH1Q,RW07L, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,0700,0037, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,BACH1Q,RW07L,TS14B,VV,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BACH1Q,RW07L,BACHU,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BACH1R,RW25B, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,2500,0043, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,BACH1R,RW25B,TS14B,VV,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BACH1R,RW25B,BACHU,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BACH2A,RW07L,TS812,VV,P,C,EE  , ,   ,CF, ,TSH,VV,D, ,      ,0692,0073,0700,0065, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:010,4,BACH2A,RW07R,TS812,VV,P,C,EE  , ,   ,CF, ,TSH,VV,D, ,      ,0692,0073,0680,0062, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:010,5,BACH2A, ,TS812,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,5,BACH2A, ,TS834,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BACH2A, ,TS836,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BACH2A, ,TS858,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BACH2A, ,BACHU,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,BACH2C,RW07L,TS854,VV,P,C,E   , ,   ,CF, ,TSH,VV,D, ,      ,0683,0031,0700,0039, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:030,4,BACH2C,RW07L,TS856,VV,P,C,EE  ,L,   ,RF, , , , , ,002700,    ,    ,    ,0083,-,04400,     ,     ,-,230,    ,   ,TSC02,VV,P,C, , , , ;
SID:020,4,BACH2C,RW07R,TS852,VV,P,C,E   , ,   ,CF, ,TSH,VV,D, ,      ,0719,0031,0700,0036, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:030,4,BACH2C,RW07R,TS856,VV,P,C,EE  ,L,   ,RF, , , , , ,002800,    ,    ,    ,0085,-,04400,     ,     ,-,230,    ,   ,TSC01,VV,P,C, , , , ;
SID:040,5,BACH2C, ,TS856,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,04400,     ,18000,-,230,    ,   ,VVTS,VV,P,A, , , , ;
SID:050,5,BACH2C, ,TS858,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BACH2C, ,BACHU,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BACH2D,RW25L,TS616,VV,P,C,EE  , ,   ,CF, ,TSH,VV,D, ,      ,2492,0074,2500,0063, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:010,4,BACH2D,RW25R,TS616,VV,P,C,EE  , ,   ,CF, ,TSH,VV,D, ,      ,2492,0074,2480,0058, ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:010,5,BACH2D, ,TS616,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,VVTS,VV,P,A, , , , ;
SID:020,5,BACH2D, ,TS618,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BACH2D, ,BACHU,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAOM1P,RW07R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0700,    ,+,00540,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,BAOM1P,RW07R,SG,VV,D,B,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAOM1P,RW07R,BAOMY,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAOM1Q,RW07L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0700,    ,+,00540,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,BAOM1Q,RW07L,TD,VV,D,B,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAOM1Q,RW07L,BAOMY,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAOM1R,RW25B, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,2500,0043, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,BAOM1R,RW25B,D212J,VV,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAOM1R,RW25B,D153J,VV,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BAOM1R,RW25B,BAOMY,VV,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BITI1P,RW07R, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,0700,0037, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,BITI1P,RW07R,TS14C,VV,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BITI1P,RW07R,BITIS,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BITI1Q,RW07L, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,0700,0037, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,BITI1Q,RW07L,TS14C,VV,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BITI1Q,RW07L,BITIS,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BITI1R,RW25B, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,2500,0043, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,BITI1R,RW25B,TS14E,VV,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BITI1R,RW25B,BITIS,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DONX1R,RW25B, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,2500,0043, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,DONX1R,RW25B,DONXO,VV,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENPA1P,RW07R, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,0700,0037, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,ENPA1P,RW07R,TS14C,VV,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ENPA1P,RW07R,ENPAS,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENPA1Q,RW07L, , , , ,    , ,   ,VD, ,TSH,VV,D, ,      ,    ,    ,0700,0037, ,     ,     ,18000, ,   ,    ,   ,TSH,VV,D, ,B, , , ;
SID:020,2,ENPA1Q,RW07L,TS14C,VV,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ENPA1Q,RW07L,ENPAS,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
