APPCH:040,D,D03, ,MD03,ED,P,C,E M , ,   ,FD, ,ZWN,ED,D, ,      ,2080,0025,0280,0050, ,     ,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:050,D,D03, ,ZWN,ED,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D21,ZWN1,ZWN,ED,D, ,V  C, ,   ,FD, ,ZWN,ED,D, ,      ,0000,0000,0080,0092,+,04000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:030,A,D21,ZWN1,FD21,ED,P,C,EE  ,R,   ,CF,Y,ZWN,ED,D, ,      ,0280,0082,2080,0010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D21,ZWN2,ZWN,ED,D, ,V  C, ,   ,FD, ,ZWN,ED,D, ,      ,0000,0000,0180,0092,+,04000,     ,     ,-,150,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21,ZWN2,FD21,ED,P,C,EE  ,R,   ,CF,Y,ZWN,ED,D, ,      ,0280,0082,2080,0010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D21, ,FD21,ED,P,C,E  F, ,   ,IF, ,ZWN,ED,D, ,      ,0280,0082,    ,    ,+,04000,     ,     , ,   ,    ,   ,ZWN,ED,D, , ,0, ,S;
APPCH:025,D,D21, ,46VOR,ED,P,C,E S , ,   ,CF, ,ZWN,ED,D, ,      ,0280,0046,2080,0036,+,02860,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D21, ,ZWN,ED,D, ,V  M, ,   ,CF, ,ZWN,ED,D, ,      ,0000,0000,2080,0046, ,01395,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D21, ,D208D,ED,P,C,EYM , ,   ,CF, ,ZWN,ED,D, ,      ,2080,0040,2080,0040, ,     ,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:050,D,D21, ,ZWN,ED,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW03 ,     ,      ,01126, ,    , ,   ;N49120066,E007233270,0902;
RWY:RW21 ,     ,      ,01115, ,    , ,   ;N49130791,E007243199,0000;
