STAR:010,5,MURO1P,ALL,MURRO,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,MURO1P,ALL,LSE,LF,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,MURO1P,ALL,GOVNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,06500,     ,-,210,    ,   , , , , , , , , ;
STAR:040,5,MURO1P,ALL,PIRUV,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,OMAN1P,ALL,OMANI,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL200,     , ,   ,    ,   , , , , , , , , ;
STAR:015,5,OMAN1P,ALL,ARLOP,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,OMAN1P,ALL,BEKRI,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,OMAN1P,ALL,REKMU,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL120,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,5,OMAN1P,ALL,EKNOS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:050,5,OMAN1P,ALL,AMKEN,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,OMAN1P,ALL,RIPTU,LF,E,A,E CH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,OMAN1P,ALL,GOVNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,06500,     ,-,210,    ,   , , , , , , , , ;
STAR:080,5,OMAN1P,ALL,PIRUV,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,PINE1P,ALL,PINED,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,5,PINE1P,ALL,OSMAS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:050,5,PINE1P,ALL,GOMET,LF,E,A,E CH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,PINE1P,ALL,LTP,LF,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,PINE1P,ALL,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,PINE1P,ALL,GOVNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,06500,     ,-,210,    ,   , , , , , , , , ;
STAR:090,5,PINE1P,ALL,PIRUV,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ROMA1P,ALL,ROMAM,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ROMA1P,ALL,LSE,LF,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ROMA1P,ALL,GOVNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,06500,     ,-,210,    ,   , , , , , , , , ;
STAR:040,5,ROMA1P,ALL,PIRUV,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,SALE1P,ALL,SALEV,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,SALE1P,ALL,PINOT,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SALE1P,ALL,COLLO,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,SALE1P,ALL,LUVOB,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:050,5,SALE1P,ALL,KENZO,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,SALE1P,ALL,GOVNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,06500,     ,-,210,    ,   , , , , , , , , ;
STAR:070,5,SALE1P,ALL,PIRUV,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,SALE1Q,ALL,SALEV,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,SALE1Q,ALL,BAGAP,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:030,5,SALE1Q,ALL,OSRIM,LF,E,A,E CH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,SALE1Q,ALL,KENZO,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,SALE1Q,ALL,GOVNA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,06500,     ,-,210,    ,   , , , , , , , , ;
STAR:060,5,SALE1Q,ALL,PIRUV,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R04-Y,SOCOF,SOCOF,LF,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL080,06500,     ,-,190,    ,   , , , , , ,A,J,S;
APPCH:020,A,R04-Y,SOCOF,LP409,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     ,-,190,    ,   , , , , , ,A,J,S;
APPCH:030,A,R04-Y,SOCOF,LP408,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,190,    ,   , , , , , ,A,J,S;
APPCH:040,A,R04-Y,SOCOF,IP04Y,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,190,    ,   , , , , , ,A,J,S;
APPCH:010,R,R04-Y, ,IP04Y,LF,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,190,    ,   , , , , , ,A,J,S;
APPCH:020,R,R04-Y, ,FP04Y,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0360,0040, ,04500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R04-Y, ,RW04,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0360,0080, ,01538,     ,     , ,   ,-350,   , , , , , ,A,J,S;
APPCH:040,R,R04-Y, ,LP411,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R04-Y, ,LP412,LF,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     ,-,160,    ,   , , , , , ,A,J,S;
APPCH:060,R,R04-Y, ,SOCOF,LF,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R04-Y, ,SOCOF,LF,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,2420,0025,+,06500,     ,     ,-,170,    ,   , , , , , ,A,J,S;
APPCH:010,A,R04-Z,COLLO,COLLO,LF,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,07800,06500,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R04-Z,COLLO,LP405,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,05000,     ,-,200,    ,   , , , , , ,A,J,S;
APPCH:030,A,R04-Z,COLLO,LP402,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R04-Z,COLLO,IP04Z,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     ,-,185,    ,   , , , , , ,A,J,S;
APPCH:010,A,R04-Z,PIRUV,PIRUV,LF,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,07900,06500,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R04-Z,PIRUV,LP403,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06500,     ,     ,-,200,    ,   , , , , , ,A,J,S;
APPCH:030,A,R04-Z,PIRUV,LP402,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R04-Z,PIRUV,IP04Z,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     ,-,185,    ,   , , , , , ,A,J,S;
APPCH:010,A,R04-Z,TOLNA,TOLNA,LF,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R04-Z,TOLNA,LP404,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R04-Z,TOLNA,IP04Z,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     ,-,185,    ,   , , , , , ,A,J,S;
APPCH:010,R,R04-Z, ,IP04Z,LF,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03900,     ,     ,-,185,    ,   , , , , , ,A,J,S;
APPCH:020,R,R04-Z, ,FP04Z,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0360,0037, ,03500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R04-Z, ,RW04,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0360,0053, ,01538,     ,     , ,   ,-350,   , , , , , ,A,J,S;
APPCH:040,R,R04-Z, ,LP411,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R04-Z, ,LP412,LF,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     ,-,160,    ,   , , , , , ,A,J,S;
APPCH:060,R,R04-Z, ,SOCOF,LF,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R04-Z, ,SOCOF,LF,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,2420,0025,+,06500,     ,     ,-,170,    ,   , , , , , ,A,J,S;
RWY:RW04 ,     ,      ,01489, ,    , ,   ;N45553108,E006053971,0876;
RWY:RW22 ,     ,      ,01516, ,    , ,   ;N45555976,E006061252,0751;
