APPCH:020,A,R13RZ,FERNN,JEVOK,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:030,A,R13RZ,FERNN,CUXIT,K2,P,C,E   ,L,010,RF, , , , , ,004720,    ,    ,    ,0133,+,07100,     ,     ,-,210,    ,   ,CFWDS,K2,P,C, ,A,P,S;
APPCH:040,A,R13RZ,FERNN,HOPLI,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07100,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:050,A,R13RZ,FERNN,YOCUL,K2,P,C,E   ,L,010,RF, , , , , ,006830,    ,    ,    ,0052,+,07000,     ,     , ,   ,    ,   ,CFWMC,K2,P,C, ,A,P,S;
APPCH:060,A,R13RZ,FERNN,WASAK,K2,P,C,EE B,L,302,RF, , , , , ,005000,    ,    ,    ,0068,+,06000,     ,     , ,   ,    ,   ,CFWMD,K2,P,C, ,A,P,S;
APPCH:010,A,R13RZ,SBONO,SBONO,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R13RZ,SBONO,YAGUS,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:030,A,R13RZ,SBONO,CUXIT,K2,P,C,E   ,R,010,RF, , , , , ,005960,    ,    ,    ,0078,+,07100,     ,     ,-,210,    ,   ,CFWDB,K2,P,C, ,A,P,S;
APPCH:040,A,R13RZ,SBONO,HOPLI,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07100,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:050,A,R13RZ,SBONO,YOCUL,K2,P,C,E   ,L,010,RF, , , , , ,006830,    ,    ,    ,0052,+,07000,     ,     , ,   ,    ,   ,CFWMC,K2,P,C, ,A,P,S;
APPCH:060,A,R13RZ,SBONO,WASAK,K2,P,C,EE B,L,302,RF, , , , , ,005000,    ,    ,    ,0068,+,06000,     ,     , ,   ,    ,   ,CFWMD,K2,P,C, ,A,P,S;
APPCH:010,A,R13RZ,TRM,TRM,K2,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R13RZ,TRM,CUXIT,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07100,     ,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:030,A,R13RZ,TRM,HOPLI,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07100,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:040,A,R13RZ,TRM,YOCUL,K2,P,C,E   ,L,010,RF, , , , , ,006830,    ,    ,    ,0052,+,07000,     ,     , ,   ,    ,   ,CFWMC,K2,P,C, ,A,P,S;
APPCH:050,A,R13RZ,TRM,WASAK,K2,P,C,EE B,L,302,RF, , , , , ,005000,    ,    ,    ,0068,+,06000,     ,     , ,   ,    ,   ,CFWMD,K2,P,C, ,A,P,S;
APPCH:010,R,R13RZ, ,WASAK,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,18000, ,   ,    ,   ,RW13R,K2,P,G, ,A,P,S;
APPCH:011,R,R13RZ, ,LACIV,K2,P,C,E   ,L,302,RF, , , , , ,017950,    ,    ,    ,0050,+,04400,     ,     , ,   ,    ,   ,CFWMN,K2,P,C, ,A,P,S;
APPCH:012,R,R13RZ, ,FIVUT,K2,P,C,E   ,L,302,RF, , , , , ,007070,    ,    ,    ,0019,+,03800,     ,     , ,   ,    ,   ,CFWNF,K2,P,C, ,A,P,S;
APPCH:020,R,R13RZ, ,JEXOT,K2,P,C,E  F,L,302,RF, , , , , ,008680,    ,    ,    ,0029,+,02900,     ,     , ,   ,    ,   ,CFWNM,K2,P,C, ,A,P,S;
APPCH:021,R,R13RZ, ,NUDCI,K2,P,C,E   ,L,302,RF, , , , , ,008210,    ,    ,    ,0037, ,     ,     ,     , ,   ,-300,   ,CFWNT,K2,P,C, ,A,P,S;
APPCH:030,R,R13RZ, ,RW13R,K2,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1300,0038, ,00496,     ,     , ,   ,-300,   , , , , , ,A,P,S;
APPCH:040,R,R13RZ, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1300,    ,+,00900,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:050,R,R13RZ, ,TRM,K2,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:060,R,R13RZ, ,TRM,K2,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,3100,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,A,R31LY,BALDI,BALDI,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,12000,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R31LY,BALDI,CUPOL,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,07000,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:030,A,R31LY,BALDI,HIXOV,K2,P,C,E   ,R,010,RF, , , , , ,004700,    ,    ,    ,0060,B,06500,06000,     ,-,210,    ,   ,IYIRI,K2,P,C, ,A,P,S;
APPCH:040,A,R31LY,BALDI,TEVUC,K2,P,C,EE B,R,010,RF, , , , , ,004700,    ,    ,    ,0169,+,04000,     ,     , ,   ,    ,   ,IYIRI,K2,P,C, ,A,P,S;
APPCH:010,A,R31LY,CLOWD,CLOWD,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R31LY,CLOWD,WEMIR,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,07000,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R31LY,CLOWD,RIYOC,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,05300,05000,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:040,A,R31LY,CLOWD,TEVUC,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,A,R31LY,PSP,PSP,K2,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R31LY,PSP,HIXOV,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,06500,06000,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:030,A,R31LY,PSP,TEVUC,K2,P,C,EE B,R,010,RF, , , , , ,004700,    ,    ,    ,0169,+,04000,     ,     , ,   ,    ,   ,IYIRI,K2,P,C, ,A,P,S;
APPCH:010,A,R31LY,SBONO,SBONO,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,18000,-,210,    ,   , , , , , ,A,P,S;
APPCH:020,A,R31LY,SBONO,WEMIR,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,07500,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:030,A,R31LY,SBONO,RIYOC,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,05300,05000,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:040,A,R31LY,SBONO,TEVUC,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,A,R31LY,TRM,TRM,K2,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,05500,     ,18000,-,210,    ,   , , , , , ,A,P,S;
APPCH:020,A,R31LY,TRM,TEVUC,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,R,R31LY, ,TEVUC,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,R,R31LY, ,JISOP,K2,P,C,E  F, ,302,TF, , , , , ,      ,    ,    ,3090,0038,+,02900,     ,     , ,   ,    ,   ,RW31L,K2,P,G,A,A,P,S;
APPCH:030,R,R31LY, ,RW31L,K2,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3090,0073, ,00461,     ,     , ,   ,-310,   , , , , , ,A,P,S;
APPCH:040,R,R31LY, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3090,    ,+,01800,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:050,R,R31LY, ,TRM,K2,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:060,R,R31LY, ,TRM,K2,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,3100,0040, ,     ,     ,     ,-,210,    ,   , , , , , ,A,P,S;
APPCH:010,A,R31LZ,TRM,TRM,K2,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R31LZ,TRM,CANEZ,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R31LZ, ,CANEZ,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R31LZ, ,PAHOK,K2,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2860,0048,+,03100,     ,     , ,   ,    ,   ,MAPCL,K2,P,C, ,A,J,S;
PRDAT:A,        LP, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:022,R,R31LZ, ,AEGIS,K2,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,3000,0032,+,01920,     ,     , ,   ,-350,   , , , , , ,A,J,S;
APPCH:025,R,R31LZ, ,EFOLO,K2,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,3000,0019,+,01220,     ,     , ,   ,-350,   , , , , , ,A,J,S;
APPCH:030,R,R31LZ, ,MAPCL,K2,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,3000,0016, ,00640,     ,     , ,   ,-350,   , , , , , ,A,J,S;
APPCH:040,R,R31LZ, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3000,    ,+,00900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R31LZ, ,TANFY,K2,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R31LZ, ,BANPE,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:080,R,R31LZ, ,TRM,K2,D, ,VY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:090,R,R31LZ, ,TRM,K2,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,3100,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,VORB,TRM,TRM,K2,D, ,VE C,R,   ,HF, , , , , ,      ,    ,    ,2890,T010,+,04000,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,V,VORB, ,TRM,K2,D, ,V  I, ,   ,IF, ,TRM,K2,D, ,      ,0000,0000,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORB, ,MULCH,K2,P,C,E  F, ,   ,CF, ,TRM,K2,D, ,      ,2920,0144,2920,0144,+,03100,     ,     , ,   ,    ,   ,TRM,K2,D, ,B,0, ,C;
APPCH:030,V,VORB, ,CFLBM,K2,P,C,E  M, ,   ,CF, ,TRM,K2,D, ,      ,2920,0204,2920,0060, ,02100,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,V,VORB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VORB, ,PSP,K2,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VORB, ,TRM,K2,D, ,V   , ,   ,CF, ,TRM,K2,D, ,      ,0000,0000,1240,0198, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:070,V,VORB, ,TRM,K2,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,2890,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW13L,     ,      ,00449, ,    , ,   ;N33500659,W116303480,0000;
RWY:RW13R,     ,      ,00451, ,    , ,   ;N33500263,W116304160,3000;
RWY:RW31L,     ,      ,00405, ,    , ,   ;N33491894,W116300273,1500;
RWY:RW31R,     ,      ,00407, ,    , ,   ;N33492727,W116295980,0000;
