SID:005,2,WO1,RW25,DER25,EN,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00150,     ,03000, ,   ,    ,   ,WDT,EH,D, , , , , ;
SID:060,2,WO3,RW07,D024P,EH,P,C,EY  , ,   ,CF, ,GZR,EH,D, ,      ,0240,0160,0240,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,2,WO3,RW07, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,WO3,RW07,GZR,EH,D, ,VE  , ,   ,CF, ,GZR,EH,D, ,      ,0000,0000,2250,0140, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I07,D299H,D299H,EH,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL050,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I07,D299H, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2990,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I07,D299H,D264J,EH,P,C,E   ,L,   ,AF, ,WDT,EH,D, ,      ,2640,0100,2990,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I07,D299H,D248I,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,2483,0080,0680,0030,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I07,D299H,CF07,EH,P,C,EE  , ,   ,CF, ,WDZ,EH,P,I,      ,2475,0068,0680,0020, ,01500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I07, ,CF07,EH,P,C,E  I, ,   ,IF, ,WDZ,EH,P,I,      ,2475,0068,    ,    ,I,01500,01500,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I07, ,FF07,EH,P,C,E  F, ,   ,CF, ,WDZ,EH,P,I,      ,2475,0059,0680,0009,G,01500,01500,     , ,   ,-300,   ,WDT,EH,D, , ,0,D,S;
APPCH:030,I,I07, ,RW07,EH,P,G,G  M, ,   ,CF, ,WDZ,EH,P,I,      ,2475,0015,0680,0044, ,00093,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I07, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0680,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I07, ,D067B,EH,P,C,EY  , ,   ,CF, ,WDT,EH,D, ,      ,0670,0020,0670,0022, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I07, ,D299H,EH,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I25,D029E,D029E,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I25,D029E,D029H,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL050,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I25,D029E, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0290,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I25,D029E,D057J,EH,P,C,E   ,R,   ,AF, ,WDT,EH,D, ,      ,0570,0100,0290,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I25,D029E,D067I,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,0666,0081,2480,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,A,I25,D029E,CF25,EH,P,C,EE  , ,   ,CF, ,WDO,EH,P,I,      ,0674,0068,2480,0020, ,01500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I25,D029H,D029H,EH,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL050,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I25,D029H, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0290,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I25,D029H,D057J,EH,P,C,E   ,R,   ,AF, ,WDT,EH,D, ,      ,0570,0100,0290,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I25,D029H,D067I,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,0666,0081,2480,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I25,D029H,CF25,EH,P,C,EE  , ,   ,CF, ,WDO,EH,P,I,      ,0674,0068,2480,0020, ,01500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I25, ,CF25,EH,P,C,E  I, ,   ,IF, ,WDO,EH,P,I,      ,0674,0068,    ,    ,I,01500,01500,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I25, ,FF25,EH,P,C,E  F, ,   ,CF, ,WDO,EH,P,I,      ,0674,0057,2480,0011,G,01500,01500,     , ,   ,-300,   ,WDT,EH,D, , ,0,D,S;
APPCH:030,I,I25, ,RW25,EH,P,G,G  M, ,   ,CF, ,WDO,EH,P,I,      ,0674,0014,2480,0043, ,00117,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I25, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2480,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I25, ,D255B,EH,P,C,EY  , ,   ,CF, ,WDT,EH,D, ,      ,2550,0020,2550,0012, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I25, ,D029H,EH,P,C,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R07,PAFAZ,PAFAZ,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R07,PAFAZ,FESWA,EH,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R07,UCTOW,UCTOW,EH,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R07,UCTOW,FESWA,EH,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R07, ,FESWA,EH,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R07, ,WO402,EH,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0680,0043,+,02000,     ,     , ,   ,    ,   ,WDT,EH,D, , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R07, ,RW07,EH,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0680,0060, ,00093,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R07, ,WO406,EH,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,01000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R07, ,UCTOW,EH,P,C,EE H,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R25,BEXWI,BEXWI,EH,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R25,BEXWI,UPJEF,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R25,BEXWI,NIRUC,EH,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R25,VUZCO,VUZCO,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R25,VUZCO,NIRUC,EH,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R25, ,NIRUC,EH,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R25, ,WO412,EH,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2480,0043,+,02000,     ,     , ,   ,    ,   ,WDT,EH,D, , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R25, ,RW25,EH,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2480,0059, ,00117,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R25, ,WO416,EH,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,01000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R25, ,WO417,EH,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R25, ,WO418,EH,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R25, ,BEXWI,EH,P,C,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,T07,D029P,D029P,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL195,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T07,D029P,GZR,EH,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T07,D029P,D264E,EH,P,C,E   , ,   ,CF, ,GZR,EH,D, ,      ,2650,0050,2640,0050,-,FL090,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T07,D029P,D264M,EH,P,C,E   , ,   ,CF, ,GZR,EH,D, ,      ,2640,0130,2640,0080,-,FL050,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T07,D029P,D264Z,EH,P,C,E   , ,   ,CF, ,GZR,EH,D, ,      ,2640,0260,2640,0130,B,FL050,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,A,T07,D029P,D304H,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,3040,0080,2640,0027, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,A,T07,D029P, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2640,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,A,T07,D029P,D264J,EH,P,C,E   ,L,   ,AF, ,WDT,EH,D, ,      ,2640,0100,2990,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:090,A,T07,D029P,D252H,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,2520,0080,0720,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:100,A,T07,D029P,FT07,EH,P,C,EE  , ,   ,CF, ,WDT,EH,D, ,      ,2520,0050,0720,0030, ,01200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T07,D264E,D264E,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T07,D264E,D264M,EH,P,C,E   , ,   ,CF, ,GZR,EH,D, ,      ,2640,0130,2640,0080,-,FL050,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T07,D264E,D264Z,EH,P,C,E   , ,   ,CF, ,GZR,EH,D, ,      ,2640,0260,2640,0130,B,FL050,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T07,D264E,D304H,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,3040,0080,2640,0027, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T07,D264E, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2640,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,A,T07,D264E,D264J,EH,P,C,E   ,L,   ,AF, ,WDT,EH,D, ,      ,2640,0100,2990,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,A,T07,D264E,D252H,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,2520,0080,0720,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,A,T07,D264E,FT07,EH,P,C,EE  , ,   ,CF, ,WDT,EH,D, ,      ,2520,0050,0720,0030, ,01200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T07,D299H,D299H,EH,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL050,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T07,D299H, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2990,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T07,D299H,D264J,EH,P,C,E   ,L,   ,AF, ,WDT,EH,D, ,      ,2640,0100,2990,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T07,D299H,D252H,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,2520,0080,0720,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T07,D299H,FT07,EH,P,C,EE  , ,   ,CF, ,WDT,EH,D, ,      ,2520,0050,0720,0030, ,01200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T07, ,FT07,EH,P,C,E  F, ,   ,IF, ,WDT,EH,D, ,      ,2520,0050,    ,    , ,01200,     ,     , ,   ,    ,   ,WDT,EH,D, , ,0,D,S;
APPCH:025,T,T07, ,38DME,EH,P,C,E S , ,   ,CF, ,WDT,EH,D, ,      ,2520,0038,0720,0012,+,00700,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:030,T,T07, ,MT07,EH,P,C,E  M, ,   ,CF, ,WDT,EH,D, ,      ,2520,0010,0720,0028, ,00191,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,T,T07, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0720,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T07, ,D067B,EH,P,C,EY  , ,   ,CF, ,WDT,EH,D, ,      ,0670,0020,0670,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T07, ,D299H,EH,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T25,D029E,D029E,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T25,D029E,D029H,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL050,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T25,D029E, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0290,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T25,D029E,D051J,EH,P,C,E   ,R,   ,AF, ,WDT,EH,D, ,      ,0510,0100,0290,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T25,D029E,D063H,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,0630,0080,2430,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,A,T25,D029E,FT25,EH,P,C,EE  , ,   ,CF, ,WDT,EH,D, ,      ,0630,0050,2430,0030, ,01200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T25,D029H,D029H,EH,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL050,03000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T25,D029H, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0290,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T25,D029H,D051J,EH,P,C,E   ,R,   ,AF, ,WDT,EH,D, ,      ,0510,0100,0290,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T25,D029H,D063H,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,0630,0080,2430,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T25,D029H,FT25,EH,P,C,EE  , ,   ,CF, ,WDT,EH,D, ,      ,0630,0050,2430,0030, ,01200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T25,D029P,D029P,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL195,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T25,D029P,D029P,EH,P,C,E   , ,   ,FC, ,GZR,EH,D, ,      ,0300,0160,2090,0080, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T25,D029P, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2090,    ,-,FL090,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T25,D029P,D063V,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,0630,0220,2430,0060,-,FL090,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,T25,D029P,D063P,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,0630,0160,2430,0060,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,A,T25,D029P,D063H,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,0630,0080,2430,0080,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,A,T25,D029P,FT25,EH,P,C,EE  , ,   ,CF, ,WDT,EH,D, ,      ,0630,0050,2430,0030, ,01200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T25,D063V,D063V,EH,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T25,D063V,D063P,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,0630,0160,2430,0060,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T25,D063V,D063H,EH,P,C,E   , ,   ,CF, ,WDT,EH,D, ,      ,0630,0080,2430,0080,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T25,D063V,FT25,EH,P,C,EE  , ,   ,CF, ,WDT,EH,D, ,      ,0630,0050,2430,0030, ,01200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T25, ,FT25,EH,P,C,E  F, ,   ,IF, ,WDT,EH,D, ,      ,0630,0050,    ,    , ,01200,     ,     , ,   ,    ,   ,WDT,EH,D, , ,0,D,S;
APPCH:030,T,T25, ,MT25,EH,P,C,E  M, ,   ,CF, ,WDT,EH,D, ,      ,0630,0010,2430,0040, ,00234,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,T,T25, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2430,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T25, ,D255B,EH,P,C,EY  , ,   ,CF, ,WDT,EH,D, ,      ,2550,0020,2550,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T25, ,D029H,EH,P,C,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW07 ,     ,      ,00039, ,WDZ ,1,   ;N51264260,E004193240,0000;
RWY:RW25 ,     ,      ,00063, ,WDO ,1,   ;N51271020,E004213060,0000;
