SID:060,6,AMVU4A,UKBEV,GR224,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,AMVU4A,UKBEV,UKBEV,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,AMVU4A,VUMEV,AMVUL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,AMVU4A,VUMEV,GR222,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,AMVU4A,VUMEV,GR217,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,AMVU4A,VUMEV,GR218,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,AMVU4A,VUMEV,VUMEV,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CGO2A,RW10R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0960,    ,+,02900,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,5,CGO2A,RW10R,GR317,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CGO2A,RW10R,GR318,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CGO2A,RW10R,UGIKI,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,CGO2A,RW10R,GR212,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,CGO2A,RW10R,CGO,SB,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2A,ASETA,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2A,ASETA,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CGO2A,ASETA,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2A,ASETA,GR214,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,CGO2A,ASETA,GR216,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL270,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,CGO2A,ASETA,LESSA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,CGO2A,ASETA,ASETA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2A,EGEVA,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2A,EGEVA,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CGO2A,EGEVA,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2A,EGEVA,GR214,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,CGO2A,EGEVA,GR216,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL270,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,CGO2A,EGEVA,LESSA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,CGO2A,EGEVA,EGEVA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2A,GERTU,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2A,GERTU,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CGO2A,GERTU,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2A,GERTU,GR103,SB,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,CGO2A,GERTU,GR104,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,CGO2A,GERTU,GERTU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2A,MADNI,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2A,MADNI,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CGO2A,MADNI,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2A,MADNI,MADNI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2A,NIBGA,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2A,NIBGA,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CGO2A,NIBGA,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2A,NIBGA,NIBGA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2A,SOVSI,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2A,SOVSI,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CGO2A,SOVSI,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2A,SOVSI,SOVSI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2A,UBSOD,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2A,UBSOD,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CGO2A,UBSOD,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2A,UBSOD,UBSOD,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CGO2B,RW28L,EVNEB,SB,P,C,E   , ,010,CF, ,CGO,SB,D, ,      ,0464,0109,2760,0050, ,     ,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,5,CGO2B,RW28L,GR237,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,CGO2B,RW28L,VUNVU,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CGO2B,RW28L,CGO,SB,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,230,    ,   , , , , , , , , ;
SID:010,6,CGO2B,ASETA,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000,-,230,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2B,ASETA,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,6,CGO2B,ASETA,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2B,ASETA,GR219,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,CGO2B,ASETA,UGTIX,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,CGO2B,ASETA,LESSA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,CGO2B,ASETA,ASETA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2B,EGEVA,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000,-,230,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2B,EGEVA,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,6,CGO2B,EGEVA,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2B,EGEVA,GR219,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,CGO2B,EGEVA,UGTIX,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,CGO2B,EGEVA,LESSA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,CGO2B,EGEVA,EGEVA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2B,GERTU,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000,-,230,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2B,GERTU,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,6,CGO2B,GERTU,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2B,GERTU,GR103,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,CGO2B,GERTU,GR104,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,CGO2B,GERTU,GERTU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2B,MADNI,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000,-,230,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2B,MADNI,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,6,CGO2B,MADNI,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2B,MADNI,MADNI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2B,NIBGA,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000,-,230,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2B,NIBGA,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,6,CGO2B,NIBGA,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2B,NIBGA,NIBGA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2B,SOVSI,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000,-,230,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2B,SOVSI,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,6,CGO2B,SOVSI,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2B,SOVSI,SOVSI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGO2B,UBSOD,CGO,SB,D, ,V   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,08000,-,230,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,CGO2B,UBSOD,GR739,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,6,CGO2B,UBSOD,ZORZA,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGO2B,UBSOD,UBSOD,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EDLU1A,RW10B, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,0950,    ,+,02900,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,5,EDLU1A,RW10B,GR226,SB,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,180,    ,   , , , , , , , , ;
SID:030,5,EDLU1A,RW10B,GR227,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EDLU1A,RW10B,EDLUT,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EDLU1A,UKBEV,EDLUT,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,EDLU1A,UKBEV,GR223,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EDLU1A,UKBEV,GR292,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EDLU1A,UKBEV,GR311,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,EDLU1A,UKBEV,GR231,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,EDLU1A,UKBEV,UKBEV,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EDLU1A,VUMEV,EDLUT,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,EDLU1A,VUMEV,VUMEV,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EKOP1A,RW10L,AMVUL,SB,P,C,E   , ,010,CF, ,BGC,SB,D, ,      ,1789,0292,0940,0050, ,     ,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,5,EKOP1A,RW10L,GR027,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EKOP1A,RW10L,EKOPO,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EKOP1A,NIBRU,EKOPO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
SID:020,6,EKOP1A,NIBRU,NIBRU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EKOP1A,UREMI,EKOPO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,08000, ,   ,    ,   ,SBGR,SB,P,A,B, , , ;
